I lose.|I lost.
Tom say he had a great time with you.|Tom said he had a great time with you.
Tom say he shot Mary in self-defense.|Tom said he shot Mary in self-defense.
Tom say he won three hundred dollars.|Tom said he won three hundred dollars.
Tom say that he didn't enjoy his job.|Tom said that he didn't enjoy his job.
Tom say that he feels like going out.|Tom said that he feels like going out.
Tom say that he was going to be late.|Tom said that he was going to be late.
Tom say he will never go there again.|Tom says he will never go there again.
Tom say that he's too tired to study.|Tom says that he's too tired to study.
Tom suddenly realize he wasn't alone.|Tom suddenly realized he wasn't alone.
Tom vehemently deny the accusations.|Tom vehemently denied the accusations.
Tom be heartbroken when his dog died.|Tom was heartbroken when his dog died.
Tom be the first one here, ben't he?|Tom was the first one here, wasn't he?
Tom be the one who took this picture.|Tom was the one who took this picture.
Tom be thinking of going to New York.|Tom was thinking of going to New York.
Tom wash the apple before he ate it.|Tom washed the apple before he ate it.
Tom go on a business trip last week.|Tom went on a business trip last week.
Tom go outside to smoke a cigarette.|Tom went outside to smoke a cigarette.
Tom whisper something in Mary's ear.|Tom whispered something in Mary's ear.
Tom's book be translated into French.|Tom's book was translated into French.
Twelve people have walk on the moon.|Twelve people have walked on the moon.
Walking be a healthy form of exercbee.|Walking is a healthy form of exercise.
Wasn't it suppose to snow last night?|Wasn't it supposed to snow last night?
We almost get them where we want them.|We almost got them where we want them.
We be all convinced of his innocence.|We are all convinced of his innocence.
We be decorating the conference room.|We are decorating the conference room.
We be hoping for your quick recovery.|We are hoping for your quick recovery.
We be overfishing the world's oceans.|We are overfishing the world's oceans.
We couldn't stop him from hit her.|We couldn't stop him from hitting her.
We don't want anyone ask questions.|We don't want anyone asking questions.
We end up not getting there on time.|We ended up not getting there on time.
We get a little bored with each other.|We got a little bored with each other.
We get involved in a traffic accident.|We got involved in a traffic accident.
We have a slight difference of opinion.|We had a slight difference of opinion.
We have an unpleasant experience there.|We had an unpleasant experience there.
We have to make the best of a bad deal.|We had to make the best of a bad deal.
We have have a lot of rain this summer.|We have had a lot of rain this summer.
We have have a lot of snow this winter.|We have had a lot of snow this winter.
We haven't be able to get much help.|We haven't been able to get much help.
We haven't be paid for three months.|We haven't been paid for three months.
We haven't know each other very long.|We haven't known each other very long.
We haven't see each other since then.|We haven't seen each other since then.
We introduce ourselves to each other.|We introduced ourselves to each other.
We lose sight of the man in the crowd.|We lost sight of the man in the crowd.
We never learn what happened or why.|We never learned what happened or why.
We order pink, but we received blue.|We ordered pink, but we received blue.
We order some new books from abroad.|We ordered some new books from abroad.
We organize a farewell party for her.|We organized a farewell party for her.
We pitch the tent next to the river.|We pitched the tent next to the river.
We should've warn Tom of the danger.|We should've warned Tom of the danger.
We spent more money than be expected.|We spent more money than was expected.
We stayed home because it be raining.|We stayed home because it was raining.
We thought his threat be only a joke.|We thought his threat was only a joke.
We take a taxi so we wouldn't be late.|We took a taxi so we wouldn't be late.
We take strong measures to prevent it.|We took strong measures to prevent it.
We wait in the park for a long time.|We waited in the park for a long time.
We go to the station to see her off.|We went to the station to see her off.
We be in danger of losing our lives.|We were in danger of losing our lives.
We be not to blame for the accident.|We were not to blame for the accident.
